name,tel,address,source,contact_type,preferred_contact_method,priority,response_notes,next_step,email
NUCAN mascotes,+34 666 35 15 43,"Carrer de Roger de Flor, 109, 08401 Granollers, Barcelona, España · Granollers",lista_barcelona_tiendas_pet_50km · 2026-04-28 · Web: http://www.nucanmascotas.com/,pet_store,email,medium,Categoria: Tienda de productos para mascotas | Web: http://www.nucanmascotas.com/ | Campana: Care & Comfort Barcelona 50km,Enviar informacion comercial Care & Comfort,contacto@ejemplo.com
Tiendanimal,+34 937 37 04 97,"Avinguda de la Granvia de l’Hospitalet, 75, Local B4, 08908 J6, Barcelona, España · J6",lista_barcelona_tiendas_pet_50km · 2026-04-28,pet_store,whatsapp,medium,Categoria: Tienda de productos para mascotas | Web:  | Campana: Care & Comfort Barcelona 50km,Enviar informacion comercial Care & Comfort,
TerranovaCNC 173,+34 937 97 35 75,"Carrer d'Enric Prat de la Riba, 239, 08901 L'Hospitalet de Llobregat, Barcelona, España · L'Hospitalet de Llobregat",lista_barcelona_tiendas_pet_50km · 2026-04-28 · Web: https://www.terranovacnc.com/,pet_store,whatsapp,medium,Categoria: Tienda de productos para mascotas | Web: https://www.terranovacnc.com/ | Campana: Care & Comfort Barcelona 50km,Enviar informacion comercial Care & Comfort,
El Almacén de tu Mascota,+34 931 70 45 28,"Avinguda de Severo Ochoa, 64, 08906 L'Hospitalet de Llobregat, Barcelona, España · L'Hospitalet de Llobregat",lista_barcelona_tiendas_pet_50km · 2026-04-28,pet_store,whatsapp,medium,Categoria: Tienda de productos para mascotas | Web:  | Campana: Care & Comfort Barcelona 50km,Enviar informacion comercial Care & Comfort,
MASKOTEANDO,+34 936 79 63 02,"Avinguda del Torrent Gornal, 40, 08904 L'Hospitalet de Llobregat, Barcelona, España · L'Hospitalet de Llobregat",lista_barcelona_tiendas_pet_50km · 2026-04-28,pet_store,whatsapp,medium,Categoria: Tienda de productos para mascotas | Web:  | Campana: Care & Comfort Barcelona 50km,Enviar informacion comercial Care & Comfort,
"By Mascota Hospitalet - Veterinaria, Peluquería Mascotas & Tienda Mascotas",+34 931 81 37 22,"Pça. Espanyola, 12, 08903 L'Hospitalet de Llobregat, Barcelona, España · L'Hospitalet de Llobregat",lista_barcelona_tiendas_pet_50km · 2026-04-28 · Web: https://bymascota.com/tiendas/tiendas-mascotas-hospitalet-de-llobregat/,pet_store,email,medium,Categoria: Tienda de productos para mascotas | Web: https://bymascota.com/tiendas/tiendas-mascotas-hospitalet-de-llobregat/ | Campana: Care & Comfort Barcelona 50km,Enviar informacion comercial Care & Comfort,hospitalet@bymascota.com
Guaw,+34 930 46 07 05,"Centro comercial La Farga en L, 08901 L'Hospitalet de Llobregat, Barcelona, España · L'Hospitalet de Llobregat",lista_barcelona_tiendas_pet_50km · 2026-04-28 · Web: https://guaw.com/,pet_store,whatsapp,medium,Categoria: Tienda de productos para mascotas | Web: https://guaw.com/ | Campana: Care & Comfort Barcelona 50km,Enviar informacion comercial Care & Comfort,
La Mascoteria L'H | Peluquería canina,+34 937 82 25 94,"Avinguda d'Álvarez de Castro, 51, 08901 L'Hospitalet de Llobregat, Barcelona, España · L'Hospitalet de Llobregat",lista_barcelona_tiendas_pet_50km · 2026-04-28 · Web: https://www.lamascoterialh.com/,pet_store,email,medium,Categoria: Tienda de productos para mascotas | Web: https://www.lamascoterialh.com/ | Campana: Care & Comfort Barcelona 50km,Enviar informacion comercial Care & Comfort,info@lamascoterialh.com
Pets Planet,+34 679 45 87 84,"Av. Carmen Amaya, 18, 08902 L'Hospitalet de Llobregat, Barcelona, España · L'Hospitalet de Llobregat",lista_barcelona_tiendas_pet_50km · 2026-04-28 · Web: http://www.pplanet.net/,pet_store,whatsapp,medium,Categoria: Tienda de productos para mascotas | Web: http://www.pplanet.net/ | Campana: Care & Comfort Barcelona 50km,Enviar informacion comercial Care & Comfort,
ANIMON petshop,+34 645 38 00 84,"Avinguda de Tomàs Giménez, 58, 08906 L'Hospitalet de Llobregat, Barcelona, España · L'Hospitalet de Llobregat",lista_barcelona_tiendas_pet_50km · 2026-04-28 · Web: https://animon.es/,pet_store,email,medium,Categoria: Tienda de productos para mascotas | Web: https://animon.es/ | Campana: Care & Comfort Barcelona 50km,Enviar informacion comercial Care & Comfort,info@animon.es
MIM ANIMALS,+34 937 75 24 01,"Rambla de les Bòbiles, 17, Local 1, 08760 Martorell, Barcelona, España · Martorell",lista_barcelona_tiendas_pet_50km · 2026-04-28 · Web: http://mimanimals.com/,pet_store,whatsapp,medium,Categoria: Tienda de productos para mascotas | Web: http://mimanimals.com/ | Campana: Care & Comfort Barcelona 50km,Enviar informacion comercial Care & Comfort,
Hiperfauna Martorell,+34 937 75 42 20,"Rambla d'En Pep Ventura, 18, Carrer d'En Pep Ventura, 18, 08760 Martorell, Barcelona, España · Martorell",lista_barcelona_tiendas_pet_50km · 2026-04-28,pet_store,whatsapp,medium,Categoria: Tienda de productos para mascotas | Web:  | Campana: Care & Comfort Barcelona 50km,Enviar informacion comercial Care & Comfort,
Mascotia Martorell,+34 618 49 62 24,"Av. Germans Martí, 20, 08760 Martorell, Barcelona, España · Martorell",lista_barcelona_tiendas_pet_50km · 2026-04-28 · Web: https://mascotia.es/,pet_store,email,medium,Categoria: Tienda de productos para mascotas | Web: https://mascotia.es/ | Campana: Care & Comfort Barcelona 50km,Enviar informacion comercial Care & Comfort,info@mascotia.cat | molins@mascotia.cat | martorell@mascotia.cat | barcelona@mascotia.es | sarria@mascotia.es | santjoandespi@mascotia.es | mascotia.tesabel@gmail.com | castellbisbal@mascotia.es | almansa@mascotia.es
Dogs,+34 937 74 33 45,"Carrer Esparreguera, 2, 08760 Martorell, Barcelona, España · Martorell",lista_barcelona_tiendas_pet_50km · 2026-04-28 · Web: http://facebook.com/dogss.martorell,pet_store,whatsapp,medium,Categoria: Tienda de productos para mascotas | Web: http://facebook.com/dogss.martorell | Campana: Care & Comfort Barcelona 50km,Enviar informacion comercial Care & Comfort,
Patjades Martorell,+34 937 74 33 45,"Carrer Esparreguera, 2, 08760 Martorell, Barcelona, España · Martorell",lista_barcelona_tiendas_pet_50km · 2026-04-28 · Web: https://instagram.com/patjades,pet_store,whatsapp,medium,Categoria: Tienda de productos para mascotas | Web: https://instagram.com/patjades | Campana: Care & Comfort Barcelona 50km,Enviar informacion comercial Care & Comfort,
XipXap Perruqueria Canina,+34 693 72 14 38,"Carrer d'En Pep Ventura, 18, Interior HIPERFAUNA, 08760 Martorell, Barcelona, España · Martorell",lista_barcelona_tiendas_pet_50km · 2026-04-28,pet_store,whatsapp,medium,Categoria: Tienda de productos para mascotas | Web:  | Campana: Care & Comfort Barcelona 50km,Enviar informacion comercial Care & Comfort,
Tiendanimal,+34 936 11 94 80,"Torrent de les Piques, 73, 08304 Mataró, Barcelona, España · Mataró",lista_barcelona_tiendas_pet_50km · 2026-04-28,pet_store,whatsapp,medium,Categoria: Tienda de productos para mascotas | Web:  | Campana: Care & Comfort Barcelona 50km,Enviar informacion comercial Care & Comfort,
Mascotas 1000 | Tienda de Animales en Mataró Carrer d'Argentona,+34 931 31 02 55,"Carrer d'Argentona, 77, 08302 Mataró, Barcelona, España · Mataró",lista_barcelona_tiendas_pet_50km · 2026-04-28 · Web: https://www.mascotas1000.com/,pet_store,whatsapp,medium,Categoria: Tienda de productos para mascotas | Web: https://www.mascotas1000.com/ | Campana: Care & Comfort Barcelona 50km,Enviar informacion comercial Care & Comfort,
Ara Que Pinso💙🌱,+34 663 94 32 09,"Carrer Sant Francesc d'Assís, 16, local, 08301 Mataró, Barcelona, España · Mataró",lista_barcelona_tiendas_pet_50km · 2026-04-28 · Web: https://araquepinso.es/,pet_store,email,medium,Categoria: Tienda de productos para mascotas | Web: https://araquepinso.es/ | Campana: Care & Comfort Barcelona 50km,Enviar informacion comercial Care & Comfort,info@araquepinso.com
Mascotas 1000 | Tienda de Animales en Mataró Carrer Barcelona,+34 671 12 94 09,"Carrer de Barcelona, 21, 08301 Mataró, Barcelona, España · Mataró",lista_barcelona_tiendas_pet_50km · 2026-04-28 · Web: https://mascotas1000.com/,pet_store,whatsapp,medium,Categoria: Tienda de productos para mascotas | Web: https://mascotas1000.com/ | Campana: Care & Comfort Barcelona 50km,Enviar informacion comercial Care & Comfort,
Petslovers Mataró,+34 697 63 68 16,"Ronda dels Països Catalans, 50, 08304 Mataró, Barcelona, España · Mataró",lista_barcelona_tiendas_pet_50km · 2026-04-28 · Web: http://www.petslovers.es/,pet_store,email,medium,Categoria: Tienda de productos para mascotas | Web: http://www.petslovers.es/ | Campana: Care & Comfort Barcelona 50km,Enviar informacion comercial Care & Comfort,web@petslovers.es
Pet's Cuore,+34 937 57 49 58,"Ronda O'Donnell, 72, 08302 Mataró, Barcelona, España · Mataró",lista_barcelona_tiendas_pet_50km · 2026-04-28 · Web: https://www.facebook.com/PetsCuore,pet_store,whatsapp,medium,Categoria: Tienda de productos para mascotas | Web: https://www.facebook.com/PetsCuore | Campana: Care & Comfort Barcelona 50km,Enviar informacion comercial Care & Comfort,
SIC&CO Instint Natural Animal,+34 933 08 69 34,"Carrer Deu de Gener, 9, 08302 Mataró, Barcelona, España · Mataró",lista_barcelona_tiendas_pet_50km · 2026-04-28,pet_store,whatsapp,medium,Categoria: Tienda de productos para mascotas | Web:  | Campana: Care & Comfort Barcelona 50km,Enviar informacion comercial Care & Comfort,
TerranovaCNC 137,+34 937 12 76 04,"Plaça de les Tereses, 26, 08302 Mataró, Barcelona, España · Mataró",lista_barcelona_tiendas_pet_50km · 2026-04-28 · Web: https://www.instagram.com/terranovacnc_137?igsh=MXRrdjU3enQ2MTRqMw%3D%3D&utm_source=qr,pet_store,whatsapp,medium,Categoria: Tienda de productos para mascotas | Web: https://www.instagram.com/terranovacnc_137?igsh=MXRrdjU3enQ2MTRqMw%3D%3D&utm_source=qr | Campana: Care & Comfort Barcelona 50km,Enviar informacion comercial Care & Comfort,
TerranovaCNC 11,+34 937 58 96 13,"Via Europa, 85, 08303 Mataró, Barcelona, España · Mataró",lista_barcelona_tiendas_pet_50km · 2026-04-28 · Web: https://www.terranovacnc.com/portfolio/tienda-productos-mascotas-mataro/,pet_store,whatsapp,medium,Categoria: Tienda de productos para mascotas | Web: https://www.terranovacnc.com/portfolio/tienda-productos-mascotas-mataro/ | Campana: Care & Comfort Barcelona 50km,Enviar informacion comercial Care & Comfort,
Mascotas 1000 | Tienda de Animales en Mollet,+34 617 28 02 96,"Passeig Victòria Garcés, 11, 08100 Mollet del Vallès, Barcelona, España · Mollet del Vallès",lista_barcelona_tiendas_pet_50km · 2026-04-28 · Web: https://mascotas1000.com/,pet_store,whatsapp,medium,Categoria: Tienda de productos para mascotas | Web: https://mascotas1000.com/ | Campana: Care & Comfort Barcelona 50km,Enviar informacion comercial Care & Comfort,
faunAmic,+34 935 70 80 31,"Av. de Jaume I, 107, 08100 Mollet del Vallès, Barcelona, España · Mollet del Vallès",lista_barcelona_tiendas_pet_50km · 2026-04-28 · Web: http://www.faunamic.com/shop/,pet_store,email,medium,Categoria: Tienda de productos para mascotas | Web: http://www.faunamic.com/shop/ | Campana: Care & Comfort Barcelona 50km,Enviar informacion comercial Care & Comfort,%66%61%75%6e%61%6d%69%63@%67%6d%61%69%6c.%63%6f%6d
EL VALLE DEL CAN,+34 935 93 31 39,"Avinguda de Burgos, 25-27, 08100 Mollet del Vallès, Barcelona, España · Mollet del Vallès",lista_barcelona_tiendas_pet_50km · 2026-04-28 · Web: https://www.facebook.com/ValledelCan/,pet_store,whatsapp,medium,Categoria: Tienda de productos para mascotas | Web: https://www.facebook.com/ValledelCan/ | Campana: Care & Comfort Barcelona 50km,Enviar informacion comercial Care & Comfort,
Pinso Express,+34 937 52 43 68,"Gran Via de Lluís Companys, 202, 08330 Premià de Mar, Barcelona, España · Premià de Mar",lista_barcelona_tiendas_pet_50km · 2026-04-28 · Web: https://www.instagram.com/pinsoexpress/,pet_store,whatsapp,medium,Categoria: Tienda de productos para mascotas | Web: https://www.instagram.com/pinsoexpress/ | Campana: Care & Comfort Barcelona 50km,Enviar informacion comercial Care & Comfort,
Animal Company,+34 722 66 94 44,"Carrer d'Enric Granados, 10, 08330 Premià de Mar, Barcelona, España · Premià de Mar",lista_barcelona_tiendas_pet_50km · 2026-04-28,pet_store,whatsapp,medium,Categoria: Tienda de productos para mascotas | Web:  | Campana: Care & Comfort Barcelona 50km,Enviar informacion comercial Care & Comfort,
Tiendanimal,+34 936 26 35 91,"Ctra. de Sant Cugat, 08174 Rubí, Barcelona, España · Rubí",lista_barcelona_tiendas_pet_50km · 2026-04-28,pet_store,whatsapp,medium,Categoria: Tienda de productos para mascotas | Web:  | Campana: Care & Comfort Barcelona 50km,Enviar informacion comercial Care & Comfort,
Piu Can,+34 931 81 77 16,"Ctra. de Terrassa, 396, 08206 Sabadell, Barcelona, España · Sabadell",lista_barcelona_tiendas_pet_50km · 2026-04-28,pet_store,whatsapp,medium,Categoria: Tienda de productos para mascotas | Web:  | Campana: Care & Comfort Barcelona 50km,Enviar informacion comercial Care & Comfort,
WILDCOCO MASCOTES SABADELL,+34 626 80 42 87,"Ctra. de Terrassa, 336, 08206 Sabadell, Barcelona, España · Sabadell",lista_barcelona_tiendas_pet_50km · 2026-04-28,pet_store,whatsapp,medium,Categoria: Tienda de productos para mascotas | Web:  | Campana: Care & Comfort Barcelona 50km,Enviar informacion comercial Care & Comfort,
"ACMascotas. AGRO COMERCIAL MASCOTAS SABADELL, SL. ACM",+34 937 27 63 55,"Carrer d'Amèrica, 1-3, 08205 Sabadell, Barcelona, España · Sabadell",lista_barcelona_tiendas_pet_50km · 2026-04-28 · Web: http://www.acmascotas.es/,pet_store,email,medium,Categoria: Tienda de productos para mascotas | Web: http://www.acmascotas.es/ | Campana: Care & Comfort Barcelona 50km,Enviar informacion comercial Care & Comfort,info@acmascotas.es
Piensos Trepat,+34 937 16 16 02,"Carrer Francesc Layret, 66, 08208 Sabadell, Barcelona, España · Sabadell",lista_barcelona_tiendas_pet_50km · 2026-04-28,pet_store,whatsapp,medium,Categoria: Tienda de productos para mascotas | Web:  | Campana: Care & Comfort Barcelona 50km,Enviar informacion comercial Care & Comfort,
Tiendanimal,+34 936 42 23 69,"Carrer de Can Borrell, 08205 Sabadell, Barcelona, España · Sabadell",lista_barcelona_tiendas_pet_50km · 2026-04-28,pet_store,whatsapp,medium,Categoria: Tienda de productos para mascotas | Web:  | Campana: Care & Comfort Barcelona 50km,Enviar informacion comercial Care & Comfort,
TerranovaCNC 159,+34 937 17 45 44,"Av. de Matadepera, 76, 08207 Sabadell, Barcelona, España · Sabadell",lista_barcelona_tiendas_pet_50km · 2026-04-28 · Web: https://www.terranovacnc.com/,pet_store,whatsapp,medium,Categoria: Tienda de productos para mascotas | Web: https://www.terranovacnc.com/ | Campana: Care & Comfort Barcelona 50km,Enviar informacion comercial Care & Comfort,
Patamic,+34 935 11 60 15,"Ronda de Zamenhof, 90-92, 08208 Sabadell, Barcelona, España · Sabadell",lista_barcelona_tiendas_pet_50km · 2026-04-28 · Web: https://www.patamic.es/,pet_store,whatsapp,medium,Categoria: Tienda de productos para mascotas | Web: https://www.patamic.es/ | Campana: Care & Comfort Barcelona 50km,Enviar informacion comercial Care & Comfort,
"By Mascota Besós - Tienda Mascotas, Peluquería & Consulta Veterinaria",+34 937 68 14 11,"Av. de Catalunya, 68, local 2, 08930 Sant Adrià de Besòs, Barcelona, España · Sant Adrià de Besòs",lista_barcelona_tiendas_pet_50km · 2026-04-28 · Web: https://bymascota.com/tiendas/tiendas-mascotas-barcelona/tienda-mascotas-sant-adria-de-besos/,pet_store,email,medium,Categoria: Tienda de productos para mascotas | Web: https://bymascota.com/tiendas/tiendas-mascotas-barcelona/tienda-mascotas-sant-adria-de-besos/ | Campana: Care & Comfort Barcelona 50km,Enviar informacion comercial Care & Comfort,besos@bymascota.com
Don Canino,+34 935 76 40 30,"Av. de la Via Augusta, 3, 08174 Sant Cugat del Vallès, Barcelona, España · Sant Cugat del Vallès",lista_barcelona_tiendas_pet_50km · 2026-04-28 · Web: http://www.doncanino.com/,pet_store,email,medium,Categoria: Tienda de productos para mascotas | Web: http://www.doncanino.com/ | Campana: Care & Comfort Barcelona 50km,Enviar informacion comercial Care & Comfort,informacion@doncanino.com
Instinto Animal,+34 623 28 84 85,"Carrer de Josep Puig i Cadafalch, 64, local 6 y 7, 08172 Sant Cugat del Vallès, Barcelona, España · Sant Cugat del Vallès",lista_barcelona_tiendas_pet_50km · 2026-04-28 · Web: https://serviciotecnicosantcugat.es/mascotas/,pet_store,email,medium,Categoria: Tienda de productos para mascotas | Web: https://serviciotecnicosantcugat.es/mascotas/ | Campana: Care & Comfort Barcelona 50km,Enviar informacion comercial Care & Comfort,info@serviciotecnicosantcugat.es |
The Black Dog,+34 677 06 11 22,"Rambla de Can Móra, 9, 08172 Sant Cugat del Vallès, Barcelona, España · Sant Cugat del Vallès",lista_barcelona_tiendas_pet_50km · 2026-04-28 · Web: https://www.instagram.com/theblackdog_bcn,pet_store,whatsapp,medium,Categoria: Tienda de productos para mascotas | Web: https://www.instagram.com/theblackdog_bcn | Campana: Care & Comfort Barcelona 50km,Enviar informacion comercial Care & Comfort,
Pets Place,+34 936 74 70 81,"Rambla del Celler, 25, 08172 Sant Cugat del Vallès, Barcelona, España · Sant Cugat del Vallès",lista_barcelona_tiendas_pet_50km · 2026-04-28 · Web: http://www.petslife.es/,pet_store,whatsapp,medium,Categoria: Tienda de productos para mascotas | Web: http://www.petslife.es/ | Campana: Care & Comfort Barcelona 50km,Enviar informacion comercial Care & Comfort,
més que petjades,+34 672 02 21 28,"Av. Montserrat, 20, 08635 Sant Esteve Sesrovires, Barcelona, España · Sant Esteve Sesrovires",lista_barcelona_tiendas_pet_50km · 2026-04-28,pet_store,whatsapp,medium,Categoria: Tienda de productos para mascotas | Web:  | Campana: Care & Comfort Barcelona 50km,Enviar informacion comercial Care & Comfort,
Tiendanimal,+34 936 11 89 18,"Carrer de Laureà Miró, 363, 08980 Sant Feliu de Llobregat, Barcelona, España · Sant Feliu de Llobregat",lista_barcelona_tiendas_pet_50km · 2026-04-28,pet_store,whatsapp,medium,Categoria: Tienda de productos para mascotas | Web:  | Campana: Care & Comfort Barcelona 50km,Enviar informacion comercial Care & Comfort,
Els Peluts del Mas LLuí,+34 626 11 63 50,"Passeig Comte de Vilardaga, 83, 08980 Sant Feliu de Llobregat, Barcelona, España · Sant Feliu de Llobregat",lista_barcelona_tiendas_pet_50km · 2026-04-28,pet_store,whatsapp,medium,Categoria: Tienda de productos para mascotas | Web:  | Campana: Care & Comfort Barcelona 50km,Enviar informacion comercial Care & Comfort,
TOKA EL GOS,+34 661 86 97 76,"Carrer de Josep Ricart, 13, 08980 Sant Feliu de Llobregat, Barcelona, España · Sant Feliu de Llobregat",lista_barcelona_tiendas_pet_50km · 2026-04-28 · Web: https://www.tokaelgos.com/ca/,pet_store,whatsapp,medium,Categoria: Tienda de productos para mascotas | Web: https://www.tokaelgos.com/ca/ | Campana: Care & Comfort Barcelona 50km,Enviar informacion comercial Care & Comfort,
Mossegador,+34 931 73 28 44,"Carrer de Can Calders, 4, 08980 Sant Feliu de Llobregat, Barcelona, España · Sant Feliu de Llobregat",lista_barcelona_tiendas_pet_50km · 2026-04-28,pet_store,whatsapp,medium,Categoria: Tienda de productos para mascotas | Web:  | Campana: Care & Comfort Barcelona 50km,Enviar informacion comercial Care & Comfort,
Kiwoko. Mundo Animal,+34 938 14 87 95,"Rambla del Garraf, s/n, 08810 Sant Pere de Ribes, Barcelona, España · Sant Pere de Ribes",lista_barcelona_tiendas_pet_50km · 2026-04-28,pet_store,whatsapp,medium,Categoria: Tienda de productos para mascotas | Web:  | Campana: Care & Comfort Barcelona 50km,Enviar informacion comercial Care & Comfort,
JARDI-CAN GARRAF,+34 618 44 28 47,"Plaça la Font, 4, 08810 Sant Pere de Ribes, Barcelona, España · Sant Pere de Ribes",lista_barcelona_tiendas_pet_50km · 2026-04-28 · Web: https://jardi-can.com/hola,pet_store,email,medium,Categoria: Tienda de productos para mascotas | Web: https://jardi-can.com/hola | Campana: Care & Comfort Barcelona 50km,Enviar informacion comercial Care & Comfort,info@jardi-can.com
Joaquina Querol Vila BOTIGA D'ANIMALS,+34 936 34 03 96,"Carrer Lluís Pascual Roca, 36, 08690 Santa Coloma de Cervelló, Barcelona, España · Santa Coloma de Cervelló",lista_barcelona_tiendas_pet_50km · 2026-04-28,pet_store,whatsapp,medium,Categoria: Tienda de productos para mascotas | Web:  | Campana: Care & Comfort Barcelona 50km,Enviar informacion comercial Care & Comfort,
Granería Marta,+34 934 66 30 68,"Carrer de Sant Josep, 30, 08922 Santa Coloma de Gramenet, Barcelona, España · Santa Coloma de Gramenet",lista_barcelona_tiendas_pet_50km · 2026-04-28,pet_store,whatsapp,medium,Categoria: Tienda de productos para mascotas | Web:  | Campana: Care & Comfort Barcelona 50km,Enviar informacion comercial Care & Comfort,
La Botiga de +QGossos,+34 933 85 95 00,"Carrer de Pompeu Fabra, 20, 08922 Santa Coloma de Gramenet, Barcelona, España · Santa Coloma de Gramenet",lista_barcelona_tiendas_pet_50km · 2026-04-28,pet_store,whatsapp,medium,Categoria: Tienda de productos para mascotas | Web:  | Campana: Care & Comfort Barcelona 50km,Enviar informacion comercial Care & Comfort,
Juana Dog - Sant Carles,+34 933 90 75 43,"Carrer de Sant Carles, 40, 08921 Santa Coloma de Gramenet, Barcelona, España · Santa Coloma de Gramenet",lista_barcelona_tiendas_pet_50km · 2026-04-28 · Web: https://www.juanadog.com/,pet_store,email,medium,Categoria: Tienda de productos para mascotas | Web: https://www.juanadog.com/ | Campana: Care & Comfort Barcelona 50km,Enviar informacion comercial Care & Comfort,info@juanadog.com
Miscota,+34 934 26 55 52,"Rambla de Sant Sebastià, 29, 08921 Santa Coloma de Gramenet, Barcelona, España · Santa Coloma de Gramenet",lista_barcelona_tiendas_pet_50km · 2026-04-28 · Web: http://www.miscota.es/,pet_store,whatsapp,medium,Categoria: Tienda de productos para mascotas | Web: http://www.miscota.es/ | Campana: Care & Comfort Barcelona 50km,Enviar informacion comercial Care & Comfort,
L'ocelleria De L'avi,,"Carrer de Mossèn Jacint Verdaguer, 26, 08923 Santa Coloma de Gramenet, Barcelona, España · Santa Coloma de Gramenet",lista_barcelona_tiendas_pet_50km · 2026-04-28,pet_store,whatsapp,medium,Categoria: Tienda de productos para mascotas | Web:  | Campana: Care & Comfort Barcelona 50km,Enviar informacion comercial Care & Comfort,
Clínica Veterinària By Mascota Gramenet,+34 933 88 45 73,"Avinguda de Santa Coloma, 19, 08922 Santa Coloma de Gramenet, Barcelona, España · Santa Coloma de Gramenet",lista_barcelona_tiendas_pet_50km · 2026-04-28 · Web: https://bymascota.com/tiendas/veterinarias-santa-coloma-de-gramanet/,pet_store,email,medium,Categoria: Tienda de productos para mascotas | Web: https://bymascota.com/tiendas/veterinarias-santa-coloma-de-gramanet/ | Campana: Care & Comfort Barcelona 50km,Enviar informacion comercial Care & Comfort,gramanet@bymascota.com
TerranovaCNC 55,+34 936 31 78 42,"Av. de Francesc Macià, 50, 08921 Santa Coloma de Gramenet, Barcelona, España · Santa Coloma de Gramenet",lista_barcelona_tiendas_pet_50km · 2026-04-28,pet_store,whatsapp,medium,Categoria: Tienda de productos para mascotas | Web:  | Campana: Care & Comfort Barcelona 50km,Enviar informacion comercial Care & Comfort,
Mrsweet Sitges,+34 931 73 30 25,"Av. Camí dels Capellans, 14, 08870 Sitges, Barcelona, España · Sitges",lista_barcelona_tiendas_pet_50km · 2026-04-28,pet_store,whatsapp,medium,Categoria: Tienda de productos para mascotas | Web:  | Campana: Care & Comfort Barcelona 50km,Enviar informacion comercial Care & Comfort,
Misolete,+34 630 18 13 64,"Carrer d'Espalter, 9, 08870 Sitges, Barcelona, España · Sitges",lista_barcelona_tiendas_pet_50km · 2026-04-28 · Web: https://www.misolete.com/,pet_store,email,medium,Categoria: Tienda de productos para mascotas | Web: https://www.misolete.com/ | Campana: Care & Comfort Barcelona 50km,Enviar informacion comercial Care & Comfort,info@misolete.com
Kiwoko. Mundo Animal,+34 935 22 22 97,"Av. del Vallès, 484-490, 08227 Terrassa, Barcelona, España · Terrassa",lista_barcelona_tiendas_pet_50km · 2026-04-28,pet_store,whatsapp,medium,Categoria: Tienda de productos para mascotas | Web:  | Campana: Care & Comfort Barcelona 50km,Enviar informacion comercial Care & Comfort,
Don Canino,+34 938 54 65 46,"Centro Comercial Parc Vallès, Carrer de Colom, 450, 08223 Terrassa, Barcelona, España · Terrassa",lista_barcelona_tiendas_pet_50km · 2026-04-28 · Web: http://www.doncanino.com/,pet_store,email,medium,Categoria: Tienda de productos para mascotas | Web: http://www.doncanino.com/ | Campana: Care & Comfort Barcelona 50km,Enviar informacion comercial Care & Comfort,informacion@doncanino.com
EL GRANER D'AROMAI,+34 937 80 53 12,"Ctra. de Rellinars, 205, 08225 Terrassa, Barcelona, España · Terrassa",lista_barcelona_tiendas_pet_50km · 2026-04-28 · Web: https://aromai.cat/,pet_store,email,medium,Categoria: Tienda de productos para mascotas | Web: https://aromai.cat/ | Campana: Care & Comfort Barcelona 50km,Enviar informacion comercial Care & Comfort,info@aromai.cat
Tiendanimal,+34 936 69 97 99,"Pol. Sta. Margarida II, parcela 3, 08223 Terrassa, Barcelona, España · Terrassa",lista_barcelona_tiendas_pet_50km · 2026-04-28,pet_store,whatsapp,medium,Categoria: Tienda de productos para mascotas | Web:  | Campana: Care & Comfort Barcelona 50km,Enviar informacion comercial Care & Comfort,
Bestioles,+34 937 33 30 03,"Carrer de Pablo Iglesias, 49, 08224 Terrassa, Barcelona, España · Terrassa",lista_barcelona_tiendas_pet_50km · 2026-04-28,pet_store,whatsapp,medium,Categoria: Tienda de productos para mascotas | Web:  | Campana: Care & Comfort Barcelona 50km,Enviar informacion comercial Care & Comfort,
GUAW,+34 930 47 59 92,"CC Vilamarina, Av. del Segle XXI, 6, locales 24-26, 08840 Viladecans, Barcelona, España · Viladecans",lista_barcelona_tiendas_pet_50km · 2026-04-28 · Web: https://guaw.com/,pet_store,whatsapp,medium,Categoria: Tienda de productos para mascotas | Web: https://guaw.com/ | Campana: Care & Comfort Barcelona 50km,Enviar informacion comercial Care & Comfort,
CANIN DOX,+34 631 64 00 11,"Carrer de la Mare de Déu de Montserrat, 107, bajos 1, 08840 Viladecans, Barcelona, España · Viladecans",lista_barcelona_tiendas_pet_50km · 2026-04-28,pet_store,whatsapp,medium,Categoria: Tienda de productos para mascotas | Web:  | Campana: Care & Comfort Barcelona 50km,Enviar informacion comercial Care & Comfort,
VILAMASCOTAS,+34 936 58 73 52,"Ctra. de Sant Climent, 46, 08840 Viladecans, Barcelona, España · Viladecans",lista_barcelona_tiendas_pet_50km · 2026-04-28,pet_store,whatsapp,medium,Categoria: Tienda de productos para mascotas | Web:  | Campana: Care & Comfort Barcelona 50km,Enviar informacion comercial Care & Comfort,
La Fauna de Crismi,+34 680 85 16 26,"Av. de Gavà, 24, 08840 Viladecans, Barcelona, España · Viladecans",lista_barcelona_tiendas_pet_50km · 2026-04-28 · Web: https://jamc1727.wixsite.com/lafaunadecrismi-1,pet_store,email,medium,Categoria: Tienda de productos para mascotas | Web: https://jamc1727.wixsite.com/lafaunadecrismi-1 | Campana: Care & Comfort Barcelona 50km,Enviar informacion comercial Care & Comfort,lafaunadecrismi@gmail.com
Reptil Parc,+34 936 31 68 72,"Carretera de Barcelona, 2-4, Tienda, 08840 Viladecans, Barcelona, España · Viladecans",lista_barcelona_tiendas_pet_50km · 2026-04-28,pet_store,whatsapp,medium,Categoria: Tienda de productos para mascotas | Web:  | Campana: Care & Comfort Barcelona 50km,Enviar informacion comercial Care & Comfort,
